,doc,RegId,RegIdConf,approval_textract,approval_tesseract,approval_table_lookup,twenty_textract,twenty_tesseract,twenty_table_lookup,history
24,CUR6470-01_2778_05122023_0001133322-C001409980-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,67.02088928222656,Y0020_WCM_100186E_CINTEMALA APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is A DE 2 01409980', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Tesseract app code is A DE 2 01409980', 'Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTEMALA APPROVED 07252022']"
25,CUR6470-01_2780_05122023_0001133186-C001410140-00-bottom.tif,Y0020_WCM 56038E_C INTERNAL APPROVED 06052020 NA0WCMEOB56038E_0000,49.80427551269531,,,Y0020_WCM 56038E_C INTERNAL APPROVED 06052020,,,NA0WCMEOB56038E_0000,"['Tesseract app code is Y0020_WCM_56038E_C INTERNAL APPROVED 06052020', 'Tesseract twenty code is NAOWCMEOB56038E_0000']"
26,CUR6470-01_2780_05122023_0001133191-C001410176-00-bottom.tif,Y0020_ WCM_56038E_C INTERNAL APPROVED 06052020 NA0WCMEOB56038E_0000,69.71823120117188,,,Y0020_ WCM_56038E_C INTERNAL APPROVED 06052020,,,NA0WCMEOB56038E_0000,"['Tesseract app code is Y0020_ WCM_56038E_C INTERNAL APPROVED 06052020', 'Tesseract twenty code is NAOWCMEOB56038E_0000']"
27,CUR6470-01_2780_05122023_0001133191-C001410187-00-bottom.tif,Y0020_WCM 56038E_C INTERNAL APPROVED 06052020 NA0WCMEOB56038E_0000,60.497867584228516,,,Y0020_WCM 56038E_C INTERNAL APPROVED 06052020,,,NA0WCMEOB56038E_0000,"['Tesseract app code is Y0020_WCM_56038E_C INTERNAL APPROVED 06052020', 'Tesseract twenty code is NAOWCMEOB56038E_0000']"
28,CUR6470-01_2780_05122023_0001133191-C001410197-00-bottom.tif,Y0020_WCM_56038E _C INTERNAL APPROVED 06052020 NA0WCMEOB56038E_0000,73.62016296386719,,,Y0020_WCM_56038E _C INTERNAL APPROVED 06052020,,,NA0WCMEOB56038E_0000,"['Tesseract app code is Y0020_WCM_56038E _C INTERNAL APPROVED 06052020', 'Tesseract twenty code is NAOWCMEOBS56038E_0000']"
29,CUR6470-01_2782_05122023_0001133224-C001411024-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOBO00186E_0000,96.14508819580078,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOBO00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E_0000']"
30,CUR6470-01_2782_05122023_0001133224-C001411025-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,98.86846160888672,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_ WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
31,CUR6470-01_2782_05122023_0001133224-C001411051-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,98.81390380859375,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000']"
32,CUR6470-01_2782_05122023_0001133224-C001411072-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOBO00186E_0000,98.94242095947266,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOBO00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E_0000']"
33,CUR6470-01_2782_05122023_0001133224-C001411090-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,89.75142654233551,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is 7 C00141109', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Tesseract app code is 7 C00141109', 'Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022']"
34,CUR6470-01_2782_05122023_0001133224-C001411095-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,98.09272003173828,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000']"
35,CUR6470-01_2782_05122023_0001133232-C001411101-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,95.90099334716797,,,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000']"
36,CUR6470-01_2782_05122023_0001133232-C001411118-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,96.2488102034864,Y0020_WCM_100186E_CINTERNALAPPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNALAPPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
37,CUR6470-01_2782_05122023_0001133243-C001411409-00-bottom.tif,Y0020_WCM 56038E_ C INTERNAL APPROVED 06052020 ,49.25259616547302,Y0020_WCM 56038E C INTERNAL APPROVED 06052020,20_ WC S6038E_ C INTERNAL APPROVED 06052020,Y0020_WCM 56038E_C INTERNAL APPROVED 06052020,,,,"['Tesseract app code is 95 RIED OC OW ORL LER 4 YOM ATE 00141140', 'Tesseract app code is 95 RIED OC OW ORL LER 4 YOM ATE 00141140', 'Tesseract app code is 95 RIED OC OW ORL LER 4 YOM ATE 00141140', 'Tesseract app code is 95 RIED OC OW ORL LER 4 YOM ATE 00141140', 'Tesseract app code is 20_ WC S6038E_ C INTERNAL APPROVED 06052020', 'Textract app code is Y0020_WCM 56038E C INTERNAL APPROVED 06052020']"
38,CUR6470-01_2782_05122023_0001133243-C001411414-00-bottom.tif,Y0020_WCM_56038E _C INTERNAL APPROVED 06052020 ,19.472501754760742,,,Y0020_WCM_56038E _C INTERNAL APPROVED 06052020,,,,['Tesseract app code is Y0020_ WEM 56038E _CINTERNAL APPROVE D 06052020']
39,CUR6470-01_2782_05122023_0001133243-C001411423-00-bottom.tif,Y0020_WCM_56038E _C INTERNAL APPROVED 06052020 ,16.154172897338867,,,Y0020_WCM_56038E _C INTERNAL APPROVED 06052020,,,,['Tesseract app code is 020_WCM__ S6038E _CIINTERNAL APPROVED 06052020']
40,CUR6470-01_2782_05122023_0001133243-C001411462-00-bottom.tif,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,99.87342071533203,,,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,,,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_WCM_79520E_C INTERNAL APPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022']"
41,CUR6470-01_2782_05122023_0001133243-C001411463-00-bottom.tif,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,98.82728576660156,,,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,,,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020 WCM_79520E _C INTERNAL APPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022']"
42,CUR6470-01_2782_05122023_0001133243-C001411464-00-bottom.tif,Y0020_WCM_108136E_C INTERNAL APPROVED 08112022 NA3WCMLTR08136E_0000,94.88679504394531,Y0020_WCM_108136E_CINTERNAL APPROVED 08112022,Y0020_WCM_108136E_C INTERNAL APPROVED 08112022,Y0020 WCM_108136E_C INTERNAL APPROVED 08112022,,,NA3WCMLTR08136E_0000,"['Tesseract app code is Y0020_WCM_108136E_C INTERNAL APPROVED 08112022', 'Textract app code is Y0020_WCM_108136E_CINTERNAL APPROVED 08112022', 'Tesseract twenty code is NA3WCMLTRO08136E_0000']"
43,CUR6470-01_2783_05122023_0001133331-C001411644-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,75.83280181884766,Y0020_WCM_100186E_C INTERALAPPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_C INTERALAPPROVED 07252022', 'Textract twenty code is NA3WCMEOB00186E_0000']"
44,CUR6470-01_2783_05122023_0001133363-C001412077-00-bottom.tif,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,99.73064422607422,,,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,,,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_WCM_79520E_C INTERNAL APPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022']"
45,CUR6470-01_2785_05132023_0001133401-C001413034-01-bottom.tif,CAD_72874E STATE APPROVED 05182021 KY1CADLTR72874E_0000,100.0,CAD_72874E STATE APPROVED 05182021,CAD_72874E STATE APPROVED 05182021,CAD_72874E STATE APPROVED 05182021,KY1CADLTR72874E_0000,KY1CADLTR72874E_0000,KY1CADLTR72874E_0000,"['Tesseract app code is CAD_72874E STATE APPROVED 05182021', 'Textract app code is CAD_72874E STATE APPROVED 05182021', 'Tesseract twenty code is KY1CADLTR72874E_0000', 'Textract twenty code is KY1CADLTR72874E_0000']"
46,CUR6470-01_2785_05132023_0001133401-C001413035-01-bottom.tif,CAD_72874E STATE APPROVED 05182021 KY1CADLTR72874E_0000,95.14239501953125,CAD_72874E STATE APPROVED 05182021,CAD_72874E STATE APPROVED 05182021,CAD_72874E STATE APPROVED 05182021,,,KY1CADLTR72874E_0000,"['Tesseract app code is CAD_72874E STATE APPROVED 05182021', 'Textract app code is CAD_72874E STATE APPROVED 05182021', 'Textract twenty code is KY1CADLTR72874E_0000']"
