Ricoh DCN,STATE,ZIP_CODE_4
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652564.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652533.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652551.TIF,N/A,1360
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652506.TIF,N/A,287
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652542.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652560.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652577.TIF,NIXIE,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652496.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652586.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652540.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652504.TIF,N/A,33631337070
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652557.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652539.TIF,NIXIE,276 DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652494.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652575.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652566.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652548.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652553.TIF,N/A,DE 1360
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652490.TIF,N/A,274
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652535.TIF,IXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652508.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652544.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652498.TIF,NIXIE,33631337070
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652500.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652489.TIF,N/A,DE 1250
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652503.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652583.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652547.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652574.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652538.TIF,NIXI,N/A
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652592.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652556.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652543.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652507.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652534.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652570.TIF,N/A,276 DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652552.TIF,N/A,33631337070
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652569.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652587.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652578.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652541.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652505.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652550.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652532.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652549.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652585.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652567.TIF,NIXIE,33631337070
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652558.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652576.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652581.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652509.TIF,N/A,295
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652545.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652563.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652590.TIF,VAC,N/A
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652589.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652499.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652501.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3304_05302023_0001141845/C001643177.TIF,N/A,928071630
07072023-2/CUR6470-01_3304_05302023_0001141845/C001643154.TIF,N/A,928071630
07072023-2/CUR6470-01_2772_05122023_0001133252/C001406400.TIF,N/A,7306.0
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653024.TIF,N/A,33631337070
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653060.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653042.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653033.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653051.TIF,N/A,33631337976
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653015.TIF,N/A,DE 1233
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653068.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653086.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653077.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653059.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653095.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653064.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653082.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653046.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653073.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653037.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653019.TIF,B.C,33631337979
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653091.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653055.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653011.TIF,N/A,503
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653099.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653020.TIF,N/A,205
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653101.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653080.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653044.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653026.TIF,N/A,33631323879
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653017.TIF,N/A,200 2257
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653053.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653035.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653071.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653088.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653097.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653079.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653048.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653084.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653057.TIF,N/A,DE 1269
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653093.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653075.TIF,ARIANA,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653039.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653013.TIF,N/A,205
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653031.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653103.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653022.TIF,N/A,205
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653040.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653052.TIF,N/A,33521337979
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653016.TIF,HIXTE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653070.TIF,ILL,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653034.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653061.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653007.TIF,N/A,33631337976
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653043.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653096.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653078.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653069.TIF,ILL,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653087.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653092.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653056.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653038.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653074.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653029.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653065.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653047.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653083.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653102.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653030.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653072.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653054.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653090.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653081.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653100.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653098.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653010.TIF,N/A,205
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653089.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653076.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653094.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653058.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653085.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653067.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653041.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653014.TIF,S.C,N/A
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653050.TIF,North Carolina,009
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653032.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654212.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654221.TIF,N/A,287
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654238.TIF,N/A,287
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654274.TIF,N/A,1250
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654256.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654247.TIF,N/A,8363
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654229.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654270.TIF,NIXIE,33631337070
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654234.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654216.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654261.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654214.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654250.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654258.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654267.TIF,NIXIE,336313370
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654249.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654254.TIF,UNABLE,287
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654272.TIF,N/A,296
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654236.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654227.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654209.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654210.TIF,LIKY,N/A
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654222.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654240.TIF,N/A,287
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654266.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654248.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654257.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654226.TIF,N/A,274 DE 1260
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654262.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654244.TIF,North Carolina,N/A
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654235.TIF,N/A,287
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654271.TIF,NIXIE,295
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654253.TIF,N/A,787
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654217.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654279.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654242.TIF,N/A,DE 1200
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654260.TIF,I.A,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654251.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654215.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654268.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654259.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654228.TIF,N/A,33631337070
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654219.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654255.TIF,N/A,33631337870
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654273.TIF,N/A,33631337076
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654211.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142039/C001654220.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653859.TIF,N/A,971
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653868.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653905.TIF,N/A,295
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653824.TIF,NIXIE,33631337070
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653860.TIF,NIXIE,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653842.TIF,N/A,33631337070
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653833.TIF,NIXIE,33631337070
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653851.TIF,N/A,296
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653815.TIF,N/A,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653820.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653899.TIF,N/A,274 DE 1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653864.TIF,NIXIE,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653828.TIF,N/A,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653873.TIF,N/A,171
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653837.TIF,NIXIE,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653819.TIF,NIXIE,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653855.TIF,N/A,295
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653879.TIF,N/A,075
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653844.TIF,NIXIE,8363
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653826.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653907.TIF,N/A,296
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653862.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653817.TIF,NIXIE,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653853.TIF,N/A,296
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653835.TIF,NIXIE,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653871.TIF,N/A,171
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653840.TIF,N/A,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653822.TIF,N/A,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653813.TIF,B.C,276
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653831.TIF,NIXIE,33631337070
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653884.TIF,N/A,276
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653857.TIF,N/A,295
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653875.TIF,N/A,430
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653839.TIF,NIXIE,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653816.TIF,N/A,8005/21/23
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653870.TIF,N/A,171
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653834.TIF,N/A,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653861.TIF,NIXIE,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653906.TIF,N/A,295
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653825.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653812.TIF,NIXIE,6005
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653830.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653821.TIF,NIXIE,337070
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653892.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653856.TIF,N/A,1300
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653838.TIF,N/A,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653874.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653829.TIF,N/A,33631337070
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653865.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653847.TIF,N/A,33631337070
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653883.TIF,N/A,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653889.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653898.TIF,NIXIE,274 DE 1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653900.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653836.TIF,NIXIE,1260
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653872.TIF,N/A,171
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653854.TIF,N/A,296
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653818.TIF,N/A,33631337070
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653890.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653845.TIF,N/A,280 T174
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653908.TIF,N/A,296
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653832.TIF,NIXIE,33631337070
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653814.TIF,NIXIE,1268
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653850.TIF,N/A,296
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653841.TIF,N/A,276 DE 1300
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653876.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653858.TIF,N/A,1380
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653849.TIF,N/A,296
07072023-2/CUR6470-01_3324_05302023_0001142009/C001653867.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653796.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653787.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653769.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653761.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653725.TIF,N/A,275
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653752.TIF,N/A,3353133787
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653716.TIF,N/A,3363133370
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653770.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653734.TIF,NIXIE,274 DE 1260
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653712.TIF,N/A,274 F E 1260
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653783.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653747.TIF,NSS,N/A
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653792.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653756.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653738.TIF,N/A,274 DE 1260
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653774.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653710.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653789.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653763.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653745.TIF,nS,295.05 1386
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653709.TIF,NIXIE,282
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653736.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653772.TIF,N/A,274 DE 1260
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653754.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653723.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653741.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653750.TIF,NSS,205 DE 1338
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653767.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653785.TIF,N/A,274 DE 1260
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653776.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653794.TIF,N/A,061
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653758.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653788.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653797.TIF,N/A,295
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653771.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653735.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653753.TIF,NSS,N/A
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653780.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653713.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653740.TIF,NIXIE,274 DE 1260
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653739.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653775.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653757.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653793.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653784.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653766.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653711.TIF,NIXIE,287
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653799.TIF,North Carolina,9708
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653720.TIF,N/A,15
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653719.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653791.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653773.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653764.TIF,N/A,282
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653746.TIF,N/A,205
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653715.TIF,N/A,3363183370
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653751.TIF,NSS,205 DE 1230
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653760.TIF,NIXIE,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653768.TIF,N/A,274
07072023-2/CUR6470-01_3324_05302023_0001142007/C001653786.TIF,NIXIE,274
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590042.TIF,N/A,928071630
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590051.TIF,N/A,928071630
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590028.TIF,N/A,928071630
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590055.TIF,N/A,928071630
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590020.TIF,N/A,928071630
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590044.TIF,N/A,928071630
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590048.TIF,N/A,928071630
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590022.TIF,N/A,928071630
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590052.TIF,N/A,928071630
07072023-2/CUR6470-01_3176_05252023_0001140008/C001590025.TIF,N/A,928071630
