Ricoh DCN,STATE,ZIP_CODE_4
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652607.TIF,N/A,276 DE 1300
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652661.TIF,NIXIE,275
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652625.TIF,N/A,274
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652678.TIF,N/A,276 DE 1300 0005/14723
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652696.TIF,N/A,33631337070
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652687.TIF,STXIE,395
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652669.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652602.TIF,NIXIE,33631337070
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652620.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652611.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652646.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652655.TIF,NIXIE,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652619.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652691.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652673.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652606.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652642.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652624.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652660.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652615.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652686.TIF,N/A,295
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652668.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652695.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652659.TIF,N/A,DE 1250
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652622.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652640.TIF,N/A,287
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652604.TIF,N/A,276 DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652631.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652613.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652666.TIF,N/A,DE 1300
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652684.TIF,N/A,336313370
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652639.TIF,NIXIF,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652594.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652657.TIF,NIXIE,275
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652693.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652626.TIF,N/A,274
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652680.TIF,N/A,336313370
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652608.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652644.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652671.TIF,N/A,274 DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652617.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652653.TIF,N/A,275 DE 1259
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652688.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652679.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652598.TIF,NIXIE,276 DE 1260
07072023-2/CUR6470-01_2541_05052023_0001129611/C001304441.TIF,N/A,928071630
07072023-2/CUR6470-01_2541_05052023_0001129611/C001304443.TIF,N/A,928071630
07072023-2/CUR6470-01_2541_05052023_0001129611/C001304442.TIF,N/A,928071630
07072023-2/CUR6470-01_2541_05052023_0001129611/C001304440.TIF,N/A,928071630
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653204.TIF,N/A,2021
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653240.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653231.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653213.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653284.TIF,MA>,N/A
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653248.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653275.TIF,NIXIE,1260
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653239.TIF,UNABLE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653293.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653226.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653208.TIF,NIXIE,274 F E 1260
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653280.TIF,NIXIE,1260
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653235.TIF,NIXIE,2303
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653271.TIF,not A,282
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653253.TIF,North Carolina,001653253
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653217.TIF,North Carolina,979417
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653288.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653279.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653297.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653215.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653233.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653286.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653268.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653295.TIF,OMA,8796
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653277.TIF,North Carolina,319698
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653282.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653246.TIF,N/A,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653228.TIF,North Carolina,001653228
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653264.TIF,NIXIE,274 DE 1266
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653219.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653291.TIF,North Carolina,33 282
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653255.TIF,ZERON HAIRSTON,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653237.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653273.TIF,NIXIE,850
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653211.TIF,North Carolina,001653211
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653299.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653301.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653220.TIF,North Carolina,310
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653214.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653250.TIF,nia,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653232.TIF,North Carolina,001653232
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653205.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653276.TIF,North Carolina,001653276
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653267.TIF,not A,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653249.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653285.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653254.TIF,N/A,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653290.TIF,NIXIE,276 DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653218.TIF,not Approved,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653272.TIF,NIXIE,850 F E 1260
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653236.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653227.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653281.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653209.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653245.TIF,NIXIE,274 DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653300.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653298.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653210.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653289.TIF,not Approved,276
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653270.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653234.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653216.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653207.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653225.TIF,not,276
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653296.TIF,not A,282
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653287.TIF,not Approved,276
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653269.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653238.TIF,NIXIE,37
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653274.TIF,NIXIE,2021
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653256.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653292.TIF,North Carolina,001653292
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653247.TIF,N/A,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653283.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653265.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653229.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653203.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653302.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653212.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653230.TIF,NIXIE,274
07072023-2/CUR6470-01_2709_05102023_0001132111/C001381585.TIF,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,N/A
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652403.TIF,N/A,274
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652456.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652474.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652393.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652438.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652465.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652429.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652483.TIF,N/A,33631337070
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652447.TIF,N/A,33531337070
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652416.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652434.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652470.TIF,N/A,33631337076
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652425.TIF,North Carolina,8897
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652461.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652443.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652407.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652397.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652478.TIF,N/A,296
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652487.TIF,N/A,33631337070
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652450.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652414.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652423.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652476.TIF,N/A,33631337070
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652458.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652485.TIF,N/A,DE 1300
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652467.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652391.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652436.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652418.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652409.TIF,NIXIE,N/A
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652481.TIF,N/A,296
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652463.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652401.TIF,N/A,214
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652404.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652422.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652413.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652484.TIF,N/A,296
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652457.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652394.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652444.TIF,N/A,276 DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652480.TIF,N/A,1300
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652408.TIF,N/A,274
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652462.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652417.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652471.TIF,N/A,270
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652488.TIF,N/A,296
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652389.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652400.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652479.TIF,N/A,296
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652460.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652424.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652433.TIF,NIXIE,33631337070
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652415.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652387.TIF,NIXIE,274 F E 1260
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652486.TIF,N/A,296
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652396.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652477.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652459.TIF,N/A,DE 1260
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652428.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652464.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652446.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652392.TIF,N/A,282
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652473.TIF,NIXIE,33531337079
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652455.TIF,North Carolina,276
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652402.TIF,NIXIE,274
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652420.TIF,NIXIE,282
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652502.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652537.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652492.TIF,N/A,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652573.TIF,NIXIE,1260
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652555.TIF,N/A,33631337070
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652591.TIF,NIXIE,276
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652546.TIF,N/A,1260
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652582.TIF,N/A,276
